Timestamp;Suhu Udara (°C);Kelembaban Udara (%);Suhu Tanah (°C);Kelembaban Tanah (%);pH Tanah;Nitrogen (mg/kg);Fosfor (mg/kg);Kalium (mg/kg);Status Kesuburan;Rekomendasi;Curah Hujan (mm);Lokasi
2025-09-10 09:52:47;20.6;46.2;26.0;66.4;6.28;22;199;140;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;3.2;Eucalyptus Farm
2025-09-10 09:53:21;22.0;56.8;27.2;45.1;5.04;87;42;249;Sedang;Pantau dan sesuaikan pupuk jika perlu;4.1;Eucalyptus Farm
2025-09-10 09:53:29;25.1;62.6;28.6;73.3;5.50;82;61;235;Sedang;Pantau dan sesuaikan pupuk jika perlu;4.9;Eucalyptus Farm
2025-09-10 09:54:41;29.8;51.0;28.2;57.8;7.14;36;22;212;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;5.6;Eucalyptus Farm
2025-09-10 09:54:42;26.1;48.4;30.2;76.9;5.98;78;58;144;Sedang;Pantau dan sesuaikan pupuk jika perlu;5.0;Eucalyptus Farm
2025-09-10 09:55:38;28.1;51.4;29.4;64.7;5.50;70;77;199;Sedang;Pantau dan sesuaikan pupuk jika perlu;1.1;Eucalyptus Farm
2025-09-10 09:55:41;21.6;41.5;29.5;61.2;7.04;112;48;236;Sedang;Pantau dan sesuaikan pupuk jika perlu;4.8;Eucalyptus Farm
2025-09-10 09:55:43;30.0;44.7;30.1;57.0;6.66;59;21;140;Sedang;Pantau dan sesuaikan pupuk jika perlu;9.9;Eucalyptus Farm
2025-09-10 09:55:49;27.2;62.7;25.6;61.7;6.50;78;40;125;Sedang;Pantau dan sesuaikan pupuk jika perlu;4.6;Eucalyptus Farm
2025-09-10 09:56:10;22.3;46.1;26.5;49.9;6.67;46;41;222;Sedang;Pantau dan sesuaikan pupuk jika perlu;3.1;Eucalyptus Farm
2025-09-10 09:56:21;23.3;53.9;25.8;46.3;5.50;46;57;232;Sedang;Pantau dan sesuaikan pupuk jika perlu;8.1;Eucalyptus Farm
2025-09-10 09:56:28;25.7;41.4;30.2;47.3;6.22;71;72;123;Sedang;Pantau dan sesuaikan pupuk jika perlu;2.5;Eucalyptus Farm
2025-09-10 09:56:36;27.5;57.5;26.9;46.2;6.80;55;60;250;Sedang;Pantau dan sesuaikan pupuk jika perlu;6.4;Eucalyptus Farm
2025-09-10 09:57:21;29.6;42.6;28.6;41.2;5.83;70;28;198;Sedang;Pantau dan sesuaikan pupuk jika perlu;6.4;Eucalyptus Farm
2025-09-10 09:57:23;22.0;64.3;28.1;58.7;6.95;93;59;145;Sedang;Pantau dan sesuaikan pupuk jika perlu;1.1;Eucalyptus Farm
2025-09-10 09:57:36;25.0;62.8;26.0;68.2;6.91;21;25;193;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;3.4;Eucalyptus Farm
2025-09-10 09:58:34;23.3;38.7;28.6;50.1;6.84;200;41;39;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;6.7;Eucalyptus Farm
2025-09-10 09:59:46;25.4;54.3;30.1;76.0;5.82;120;61;232;Sedang;Pantau dan sesuaikan pupuk jika perlu;4.5;Eucalyptus Farm
2025-09-10 10:00:39;22.8;60.0;27.0;47.0;5.94;58;77;116;Sedang;Pantau dan sesuaikan pupuk jika perlu;7.9;Eucalyptus Farm
2025-09-10 10:01:06;28.3;54.6;25.5;70.4;6.99;94;65;321;Sangat Subur;Pertahankan kondisi saat ini;0.4;Eucalyptus Farm
2025-09-10 10:01:52;30.4;55.9;25.9;65.9;6.92;47;47;101;Sedang;Pantau dan sesuaikan pupuk jika perlu;6.2;Eucalyptus Farm
2025-09-10 10:02:30;27.9;60.2;26.7;73.3;7.80;38;38;193;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;4.1;Eucalyptus Farm
2025-09-10 10:02:37;22.6;51.7;30.0;44.2;7.06;57;46;123;Sedang;Pantau dan sesuaikan pupuk jika perlu;7.2;Eucalyptus Farm
2025-09-10 10:03:20;28.1;56.8;29.6;58.2;7.00;0;0;0;Data Tidak Lengkap;Periksa sensor pH dan NPK;8.0;Eucalyptus Farm
2025-09-10 10:04:43;21.4;53.2;26.3;56.7;4.88;137;156;176;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;8.3;Eucalyptus Farm
2025-09-10 10:04:54;21.8;44.1;29.3;51.8;7.00;40;0;0;Data Tidak Lengkap;Periksa sensor pH dan NPK;0.2;Eucalyptus Farm
2025-09-10 10:05:43;27.1;60.4;27.1;73.8;5.50;77;60;166;Sedang;Pantau dan sesuaikan pupuk jika perlu;2.6;Eucalyptus Farm
2025-09-10 10:06:01;29.6;49.6;29.6;45.3;7.25;98;34;175;Sedang;Pantau dan sesuaikan pupuk jika perlu;9.4;Eucalyptus Farm
2025-09-10 10:06:17;28.0;49.4;27.0;58.4;7.79;93;39;200;Sedang;Pantau dan sesuaikan pupuk jika perlu;8.2;Eucalyptus Farm
2025-09-10 10:06:27;21.4;59.9;27.2;67.2;5.50;69;59;191;Sedang;Pantau dan sesuaikan pupuk jika perlu;3.7;Eucalyptus Farm
2025-09-10 10:07:31;27.3;42.0;26.7;71.5;6.03;114;67;305;Sangat Subur;Pertahankan kondisi saat ini;9.7;Eucalyptus Farm
2025-09-10 10:07:53;22.3;38.0;29.8;68.6;5.46;64;79;394;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;6.9;Eucalyptus Farm
2025-09-10 10:10:04;27.3;60.9;30.5;53.8;5.26;104;174;31;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;4.1;Eucalyptus Farm
2025-09-10 10:12:21;24.5;48.9;26.6;66.8;5.53;57;59;190;Sedang;Pantau dan sesuaikan pupuk jika perlu;9.7;Eucalyptus Farm
2025-09-10 10:12:23;25.5;67.8;29.8;48.3;5.73;125;43;334;Sangat Subur;Pertahankan kondisi saat ini;9.3;Eucalyptus Farm
2025-09-10 10:13:04;22.5;43.4;27.2;56.7;6.43;66;33;158;Sedang;Pantau dan sesuaikan pupuk jika perlu;5.1;Eucalyptus Farm
2025-09-10 10:13:27;23.7;59.8;26.1;46.7;6.78;45;36;107;Sedang;Pantau dan sesuaikan pupuk jika perlu;3.2;Eucalyptus Farm
2025-09-10 10:13:37;21.0;62.0;28.5;47.9;7.23;90;34;116;Sedang;Pantau dan sesuaikan pupuk jika perlu;4.9;Eucalyptus Farm
2025-09-10 10:14:13;26.3;59.9;27.6;65.2;7.13;93;76;178;Sedang;Pantau dan sesuaikan pupuk jika perlu;7.0;Eucalyptus Farm
2025-09-10 10:15:50;25.2;46.8;26.9;60.0;6.02;117;65;215;Sedang;Pantau dan sesuaikan pupuk jika perlu;1.6;Eucalyptus Farm
2025-09-10 10:15:52;20.7;57.5;29.4;55.0;5.65;120;49;211;Sangat Subur;Pertahankan kondisi saat ini;0.7;Eucalyptus Farm
2025-09-10 10:16:02;28.7;53.1;30.1;65.1;7.00;0;25;0;Data Tidak Lengkap;Periksa sensor pH dan NPK;8.4;Eucalyptus Farm
2025-09-10 10:16:12;21.1;52.0;26.7;58.8;6.75;67;35;133;Sedang;Pantau dan sesuaikan pupuk jika perlu;4.6;Eucalyptus Farm
2025-09-10 10:16:15;23.1;59.9;30.4;50.3;5.90;129;59;315;Sangat Subur;Pertahankan kondisi saat ini;6.5;Eucalyptus Farm
2025-09-10 10:17:38;24.9;46.3;28.6;79.7;6.65;148;41;314;Sangat Subur;Pertahankan kondisi saat ini;3.9;Eucalyptus Farm
2025-09-10 10:18:55;29.5;54.6;29.6;55.4;7.97;112;75;229;Sedang;Pantau dan sesuaikan pupuk jika perlu;6.7;Eucalyptus Farm
2025-09-10 10:19:49;26.7;58.4;28.8;60.4;5.50;119;33;123;Sedang;Pantau dan sesuaikan pupuk jika perlu;4.3;Eucalyptus Farm
2025-09-10 10:20:15;23.2;53.9;29.9;77.8;7.00;0;1;0;Data Tidak Lengkap;Periksa sensor pH dan NPK;1.0;Eucalyptus Farm
2025-09-10 10:20:27;22.8;48.2;28.0;57.5;5.50;46;39;148;Sedang;Pantau dan sesuaikan pupuk jika perlu;2.2;Eucalyptus Farm
2025-09-10 10:21:12;28.9;56.9;25.9;59.5;7.00;0;14;0;Data Tidak Lengkap;Periksa sensor pH dan NPK;2.1;Eucalyptus Farm
2025-09-10 10:21:52;24.4;42.8;25.6;70.2;6.08;117;50;324;Sangat Subur;Pertahankan kondisi saat ini;4.6;Eucalyptus Farm
2025-09-10 10:22:47;30.0;44.3;29.4;71.0;6.86;85;46;177;Sedang;Pantau dan sesuaikan pupuk jika perlu;2.2;Eucalyptus Farm
2025-09-10 10:23:00;21.2;39.4;25.8;77.7;7.21;50;72;33;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;8.5;Eucalyptus Farm
2025-09-10 10:24:19;25.4;46.9;29.3;55.8;7.00;0;0;0;Data Tidak Lengkap;Periksa sensor pH dan NPK;7.3;Eucalyptus Farm
2025-09-10 10:24:22;22.1;58.3;25.7;64.8;5.64;111;50;135;Sedang;Pantau dan sesuaikan pupuk jika perlu;7.0;Eucalyptus Farm
2025-09-10 10:24:51;25.7;41.4;27.5;48.3;7.15;179;175;13;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;2.0;Eucalyptus Farm
2025-09-10 10:25:02;30.2;43.4;29.8;59.7;7.24;94;64;284;Sangat Subur;Pertahankan kondisi saat ini;2.5;Eucalyptus Farm
2025-09-10 10:25:17;23.1;38.2;28.8;78.9;5.50;113;42;245;Sedang;Pantau dan sesuaikan pupuk jika perlu;6.1;Eucalyptus Farm
2025-09-10 10:26:27;24.5;53.7;27.5;52.0;5.82;61;62;123;Sedang;Pantau dan sesuaikan pupuk jika perlu;8.0;Eucalyptus Farm
2025-09-10 10:27:17;22.2;38.1;27.8;54.1;5.65;36;148;204;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;5.5;Eucalyptus Farm
2025-09-10 10:28:44;30.1;45.4;29.8;46.8;5.04;105;56;174;Sedang;Pantau dan sesuaikan pupuk jika perlu;8.5;Eucalyptus Farm
2025-09-10 10:31:04;29.5;64.3;30.4;41.1;7.00;85;66;345;Sangat Subur;Pertahankan kondisi saat ini;8.4;Eucalyptus Farm
2025-09-10 10:31:51;29.0;64.0;29.0;73.5;6.86;143;67;207;Sangat Subur;Pertahankan kondisi saat ini;7.0;Eucalyptus Farm
2025-09-10 10:33:04;23.4;48.7;29.1;51.9;6.45;104;62;350;Sangat Subur;Pertahankan kondisi saat ini;5.7;Eucalyptus Farm
2025-09-10 10:35:10;28.9;62.4;28.2;45.6;7.72;119;118;273;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;0.3;Eucalyptus Farm
2025-09-10 10:35:33;26.1;48.4;28.4;45.6;6.75;91;44;217;Sangat Subur;Pertahankan kondisi saat ini;4.4;Eucalyptus Farm
2025-09-10 10:35:37;29.4;67.2;25.7;54.2;7.27;89;29;102;Sedang;Pantau dan sesuaikan pupuk jika perlu;2.1;Eucalyptus Farm
2025-09-10 10:35:48;27.4;45.3;30.1;73.5;7.40;115;65;331;Sangat Subur;Pertahankan kondisi saat ini;7.1;Eucalyptus Farm
2025-09-10 10:37:15;30.2;39.7;28.5;74.3;4.93;127;134;277;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;4.8;Eucalyptus Farm
2025-09-10 10:37:26;27.1;46.6;28.3;51.2;7.77;120;53;240;Sedang;Pantau dan sesuaikan pupuk jika perlu;3.5;Eucalyptus Farm
2025-09-10 10:38:30;24.0;66.5;30.3;64.8;7.02;126;53;203;Sangat Subur;Pertahankan kondisi saat ini;9.3;Eucalyptus Farm
2025-09-10 10:38:41;23.1;45.3;27.9;75.5;7.25;64;46;220;Sedang;Pantau dan sesuaikan pupuk jika perlu;3.8;Eucalyptus Farm
2025-09-10 10:39:10;25.0;58.8;28.7;68.7;5.30;99;31;159;Sedang;Pantau dan sesuaikan pupuk jika perlu;2.2;Eucalyptus Farm
2025-09-10 10:39:36;21.0;38.4;30.1;45.1;7.45;78;53;161;Sedang;Pantau dan sesuaikan pupuk jika perlu;4.5;Eucalyptus Farm
2025-09-10 10:39:40;28.7;49.2;28.1;44.5;6.78;101;62;337;Sangat Subur;Pertahankan kondisi saat ini;0.0;Eucalyptus Farm
2025-09-10 10:39:48;28.5;49.0;25.9;62.3;7.39;102;72;189;Sedang;Pantau dan sesuaikan pupuk jika perlu;8.5;Eucalyptus Farm
2025-09-10 10:42:45;26.3;40.4;26.5;59.0;6.08;60;50;119;Sedang;Pantau dan sesuaikan pupuk jika perlu;3.6;Eucalyptus Farm
2025-09-10 10:43:15;29.4;39.9;27.8;48.2;6.95;58;53;181;Sedang;Pantau dan sesuaikan pupuk jika perlu;5.7;Eucalyptus Farm
2025-09-10 10:44:20;25.4;43.4;29.2;50.1;5.23;60;25;123;Sedang;Pantau dan sesuaikan pupuk jika perlu;4.9;Eucalyptus Farm
2025-09-10 10:44:25;23.5;43.5;29.3;59.0;6.85;77;43;185;Sedang;Pantau dan sesuaikan pupuk jika perlu;2.3;Eucalyptus Farm
2025-09-10 10:45:11;27.4;41.3;26.9;52.4;6.53;103;65;221;Sangat Subur;Pertahankan kondisi saat ini;2.5;Eucalyptus Farm
2025-09-10 10:46:55;28.2;65.8;27.7;76.1;6.13;81;64;254;Sangat Subur;Pertahankan kondisi saat ini;8.8;Eucalyptus Farm
2025-09-10 10:47:20;26.8;54.7;29.2;51.2;5.50;73;66;181;Sedang;Pantau dan sesuaikan pupuk jika perlu;5.6;Eucalyptus Farm
2025-09-10 10:48:56;20.7;66.9;29.1;52.2;6.06;127;60;342;Sangat Subur;Pertahankan kondisi saat ini;8.3;Eucalyptus Farm
2025-09-10 10:49:10;30.5;42.6;29.8;50.6;6.52;113;70;189;Sedang;Pantau dan sesuaikan pupuk jika perlu;5.9;Eucalyptus Farm
2025-09-10 10:49:20;22.4;53.2;28.1;72.4;6.99;111;53;131;Sedang;Pantau dan sesuaikan pupuk jika perlu;7.4;Eucalyptus Farm
2025-09-10 10:49:21;22.0;61.9;25.8;67.5;7.27;100;77;122;Sedang;Pantau dan sesuaikan pupuk jika perlu;3.7;Eucalyptus Farm
2025-09-10 10:49:21;27.0;50.5;26.4;67.6;7.58;54;21;180;Sedang;Pantau dan sesuaikan pupuk jika perlu;5.7;Eucalyptus Farm
2025-09-10 10:49:27;24.8;46.2;27.4;73.4;6.37;104;41;228;Sedang;Pantau dan sesuaikan pupuk jika perlu;1.5;Eucalyptus Farm
2025-09-10 10:49:36;26.2;62.7;28.3;78.6;7.02;71;19;163;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;2.2;Eucalyptus Farm
2025-09-10 10:49:48;23.2;43.1;26.0;56.8;5.52;45;46;113;Sedang;Pantau dan sesuaikan pupuk jika perlu;1.1;Eucalyptus Farm
2025-09-10 10:50:09;28.1;43.6;29.1;74.7;7.14;134;60;348;Sangat Subur;Pertahankan kondisi saat ini;4.5;Eucalyptus Farm
2025-09-10 10:51:07;21.3;48.8;29.8;49.3;5.98;66;27;203;Sedang;Pantau dan sesuaikan pupuk jika perlu;1.2;Eucalyptus Farm
2025-09-10 10:52:00;24.7;56.0;29.0;78.0;7.24;63;66;152;Sedang;Pantau dan sesuaikan pupuk jika perlu;2.4;Eucalyptus Farm
2025-09-10 10:52:24;26.3;64.7;28.5;72.4;7.25;113;21;142;Sedang;Pantau dan sesuaikan pupuk jika perlu;4.3;Eucalyptus Farm
2025-09-10 10:52:37;26.9;60.2;26.4;78.4;7.00;47;0;0;Data Tidak Lengkap;Periksa sensor pH dan NPK;6.4;Eucalyptus Farm
2025-09-10 10:54:13;29.3;41.8;26.5;48.6;6.81;97;28;195;Sedang;Pantau dan sesuaikan pupuk jika perlu;6.9;Eucalyptus Farm
2025-09-10 10:54:38;25.7;39.1;28.3;76.8;6.62;117;75;219;Sedang;Pantau dan sesuaikan pupuk jika perlu;9.7;Eucalyptus Farm
2025-09-10 10:54:48;22.9;46.4;27.6;49.4;7.64;104;52;164;Sedang;Pantau dan sesuaikan pupuk jika perlu;0.2;Eucalyptus Farm
2025-09-10 10:55:18;22.5;66.4;26.5;64.5;6.64;76;52;128;Sedang;Pantau dan sesuaikan pupuk jika perlu;2.2;Eucalyptus Farm
2025-09-10 10:55:35;23.7;67.9;29.7;64.4;7.70;117;58;240;Sedang;Pantau dan sesuaikan pupuk jika perlu;0.4;Eucalyptus Farm
2025-09-10 10:55:54;22.3;46.6;26.7;67.4;7.00;0;29;0;Data Tidak Lengkap;Periksa sensor pH dan NPK;1.9;Eucalyptus Farm
2025-09-10 10:56:08;20.6;41.0;29.8;67.3;7.18;96;46;266;Sangat Subur;Pertahankan kondisi saat ini;1.1;Eucalyptus Farm
2025-09-10 10:56:29;25.7;61.8;29.9;53.8;6.33;109;55;287;Sangat Subur;Pertahankan kondisi saat ini;4.6;Eucalyptus Farm
2025-09-10 10:59:47;23.6;45.2;26.6;57.0;6.52;119;36;181;Sedang;Pantau dan sesuaikan pupuk jika perlu;9.1;Eucalyptus Farm
2025-09-10 11:01:56;28.4;42.6;27.1;49.9;5.57;146;50;205;Sangat Subur;Pertahankan kondisi saat ini;7.4;Eucalyptus Farm
2025-09-10 11:02:34;28.9;39.0;30.2;75.7;6.63;92;42;104;Sedang;Pantau dan sesuaikan pupuk jika perlu;5.4;Eucalyptus Farm
2025-09-10 11:02:55;21.2;52.5;26.6;50.2;5.27;92;26;169;Sedang;Pantau dan sesuaikan pupuk jika perlu;8.8;Eucalyptus Farm
2025-09-10 11:03:23;21.4;39.7;26.0;63.4;5.70;66;62;111;Sedang;Pantau dan sesuaikan pupuk jika perlu;5.4;Eucalyptus Farm
2025-09-10 11:03:43;28.0;62.1;28.1;45.6;6.86;69;79;171;Sedang;Pantau dan sesuaikan pupuk jika perlu;6.7;Eucalyptus Farm
2025-09-10 11:05:30;26.0;43.8;26.0;76.4;7.28;60;28;158;Sedang;Pantau dan sesuaikan pupuk jika perlu;8.2;Eucalyptus Farm
2025-09-10 11:05:57;26.7;66.0;26.5;69.4;6.56;56;70;216;Sedang;Pantau dan sesuaikan pupuk jika perlu;8.7;Eucalyptus Farm
2025-09-10 11:06:14;23.1;48.3;29.7;77.4;6.12;44;58;237;Sedang;Pantau dan sesuaikan pupuk jika perlu;1.9;Eucalyptus Farm
2025-09-10 11:07:26;29.7;58.1;30.2;55.9;5.15;23;136;213;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;9.5;Eucalyptus Farm
2025-09-10 11:08:22;25.6;55.6;27.3;59.0;6.92;81;69;245;Sedang;Pantau dan sesuaikan pupuk jika perlu;3.6;Eucalyptus Farm
2025-09-10 11:08:34;29.8;45.9;26.2;43.6;5.74;195;65;34;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;5.6;Eucalyptus Farm
2025-09-10 11:08:58;22.2;61.4;28.4;78.1;6.03;148;56;311;Sangat Subur;Pertahankan kondisi saat ini;0.4;Eucalyptus Farm
2025-09-10 11:11:10;30.3;56.9;27.6;46.7;7.46;49;22;141;Sedang;Pantau dan sesuaikan pupuk jika perlu;9.9;Eucalyptus Farm
2025-09-10 11:11:15;29.0;56.5;26.4;47.1;5.15;136;41;17;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;8.7;Eucalyptus Farm
2025-09-10 11:11:19;22.9;60.3;26.3;47.6;5.86;75;33;202;Sedang;Pantau dan sesuaikan pupuk jika perlu;4.6;Eucalyptus Farm
2025-09-10 11:11:33;22.3;66.8;27.4;53.7;6.69;99;39;128;Sedang;Pantau dan sesuaikan pupuk jika perlu;8.7;Eucalyptus Farm
2025-09-10 11:11:56;29.2;41.8;29.8;63.7;6.28;69;43;114;Sedang;Pantau dan sesuaikan pupuk jika perlu;1.3;Eucalyptus Farm
2025-09-10 11:13:33;27.7;55.6;28.0;47.7;5.74;110;34;250;Sedang;Pantau dan sesuaikan pupuk jika perlu;4.6;Eucalyptus Farm
2025-09-10 11:13:57;23.5;51.0;25.9;44.1;7.00;0;0;0;Data Tidak Lengkap;Periksa sensor pH dan NPK;4.7;Eucalyptus Farm
2025-09-10 11:14:17;30.0;67.4;28.2;78.0;6.83;25;121;400;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;1.8;Eucalyptus Farm
2025-09-10 11:15:04;25.3;51.5;27.6;60.4;7.60;26;140;283;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;9.5;Eucalyptus Farm
2025-09-10 11:15:14;26.9;50.6;28.7;71.4;6.32;89;66;344;Sangat Subur;Pertahankan kondisi saat ini;1.2;Eucalyptus Farm
2025-09-10 11:17:09;25.8;46.7;28.6;44.7;5.85;70;65;223;Sedang;Pantau dan sesuaikan pupuk jika perlu;6.5;Eucalyptus Farm
2025-09-10 11:19:14;22.5;56.1;25.8;56.5;6.31;102;45;152;Sedang;Pantau dan sesuaikan pupuk jika perlu;5.5;Eucalyptus Farm
2025-09-10 11:20:15;28.6;55.8;26.3;41.0;6.64;58;44;242;Sedang;Pantau dan sesuaikan pupuk jika perlu;3.6;Eucalyptus Farm
2025-09-10 11:20:43;26.5;62.8;30.3;53.7;6.35;126;51;340;Sangat Subur;Pertahankan kondisi saat ini;2.3;Eucalyptus Farm
2025-09-10 11:22:24;28.8;55.2;28.4;48.4;6.39;80;57;182;Sedang;Pantau dan sesuaikan pupuk jika perlu;0.7;Eucalyptus Farm
2025-09-10 11:22:53;24.8;44.0;26.0;57.6;5.04;198;108;83;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;1.2;Eucalyptus Farm
2025-09-10 11:23:19;24.0;57.6;27.3;64.7;5.69;92;69;239;Sedang;Pantau dan sesuaikan pupuk jika perlu;8.8;Eucalyptus Farm
2025-09-10 11:23:39;27.8;56.7;26.7;60.1;7.00;27;0;64;Data Tidak Lengkap;Periksa sensor pH dan NPK;9.3;Eucalyptus Farm
2025-09-10 11:23:54;29.0;45.6;27.1;61.5;6.45;178;8;318;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;2.1;Eucalyptus Farm
2025-09-10 11:25:38;21.0;49.4;27.2;68.7;5.47;40;154;397;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;7.4;Eucalyptus Farm
2025-09-10 11:26:34;29.3;46.4;26.0;44.5;6.84;117;68;187;Sedang;Pantau dan sesuaikan pupuk jika perlu;2.9;Eucalyptus Farm
2025-09-10 11:30:07;20.5;65.9;26.1;56.2;6.31;41;45;134;Sedang;Pantau dan sesuaikan pupuk jika perlu;7.7;Eucalyptus Farm
2025-09-10 11:30:47;21.4;67.1;25.7;70.1;6.42;58;155;75;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;5.3;Eucalyptus Farm
2025-09-10 11:31:17;26.2;51.3;27.2;69.9;7.27;52;42;248;Sedang;Pantau dan sesuaikan pupuk jika perlu;8.9;Eucalyptus Farm
2025-09-10 11:32:43;22.4;62.5;29.5;59.5;6.91;46;21;108;Sedang;Pantau dan sesuaikan pupuk jika perlu;3.0;Eucalyptus Farm
2025-09-10 11:32:52;21.3;65.9;29.6;45.2;7.23;148;44;282;Sangat Subur;Pertahankan kondisi saat ini;5.6;Eucalyptus Farm
2025-09-10 11:32:55;28.9;62.2;28.4;74.7;5.72;82;49;237;Sangat Subur;Pertahankan kondisi saat ini;2.1;Eucalyptus Farm
2025-09-10 11:33:10;25.3;67.8;29.1;78.1;7.94;117;74;202;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;8.3;Eucalyptus Farm
2025-09-10 11:33:39;20.6;40.3;27.5;46.2;7.88;101;184;113;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;3.8;Eucalyptus Farm
2025-09-10 11:34:51;26.3;56.5;27.5;52.2;7.88;145;175;30;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;6.8;Eucalyptus Farm
2025-09-10 11:35:10;26.7;42.3;28.1;40.3;6.06;93;119;35;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;3.2;Eucalyptus Farm
2025-09-10 11:35:41;29.6;63.7;30.3;70.4;6.12;138;68;215;Sangat Subur;Pertahankan kondisi saat ini;4.4;Eucalyptus Farm
2025-09-10 11:36:12;30.4;52.0;25.8;50.5;5.47;48;45;196;Sedang;Pantau dan sesuaikan pupuk jika perlu;4.4;Eucalyptus Farm
2025-09-10 11:36:17;24.4;38.0;26.1;61.4;6.25;58;79;133;Sedang;Pantau dan sesuaikan pupuk jika perlu;6.8;Eucalyptus Farm
2025-09-10 11:36:53;28.7;47.0;26.2;49.1;7.61;34;111;233;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;4.7;Eucalyptus Farm
2025-09-10 11:37:26;23.4;46.4;26.3;46.6;7.38;98;34;179;Sedang;Pantau dan sesuaikan pupuk jika perlu;2.9;Eucalyptus Farm
2025-09-10 11:37:31;26.9;40.4;27.7;51.7;5.40;56;74;202;Sedang;Pantau dan sesuaikan pupuk jika perlu;5.5;Eucalyptus Farm
2025-09-10 11:38:36;22.0;59.2;30.4;49.3;7.00;0;0;0;Data Tidak Lengkap;Periksa sensor pH dan NPK;7.7;Eucalyptus Farm
2025-09-10 11:40:16;29.0;67.9;28.0;53.8;7.00;0;0;0;Data Tidak Lengkap;Periksa sensor pH dan NPK;1.9;Eucalyptus Farm
2025-09-10 11:40:34;28.8;57.9;27.2;77.4;5.63;117;75;185;Sedang;Pantau dan sesuaikan pupuk jika perlu;9.1;Eucalyptus Farm
2025-09-10 11:42:03;25.5;64.8;30.1;42.2;5.50;96;34;133;Sedang;Pantau dan sesuaikan pupuk jika perlu;8.2;Eucalyptus Farm
2025-09-10 11:43:48;30.4;61.0;27.7;57.9;7.00;56;36;146;Sedang;Pantau dan sesuaikan pupuk jika perlu;6.2;Eucalyptus Farm
2025-09-10 11:44:16;29.3;66.8;27.8;75.2;7.14;133;70;239;Sangat Subur;Pertahankan kondisi saat ini;0.1;Eucalyptus Farm
2025-09-10 11:45:03;23.8;54.7;29.0;66.5;7.66;53;24;209;Sedang;Pantau dan sesuaikan pupuk jika perlu;8.1;Eucalyptus Farm
2025-09-10 11:45:50;28.0;49.0;29.1;58.2;7.00;0;29;4;Data Tidak Lengkap;Periksa sensor pH dan NPK;5.5;Eucalyptus Farm
2025-09-10 11:46:08;28.6;63.5;26.9;78.1;5.45;73;59;194;Sedang;Pantau dan sesuaikan pupuk jika perlu;0.5;Eucalyptus Farm
2025-09-10 11:46:24;27.6;43.3;29.9;57.7;7.29;113;48;135;Sedang;Pantau dan sesuaikan pupuk jika perlu;1.4;Eucalyptus Farm
2025-09-10 11:47:03;26.8;40.4;27.9;46.2;5.99;93;21;102;Sedang;Pantau dan sesuaikan pupuk jika perlu;3.7;Eucalyptus Farm
2025-09-10 11:47:39;20.5;59.4;27.3;50.2;6.62;80;33;135;Sedang;Pantau dan sesuaikan pupuk jika perlu;0.1;Eucalyptus Farm
2025-09-10 11:48:23;24.5;62.4;25.6;66.0;7.40;44;37;116;Sedang;Pantau dan sesuaikan pupuk jika perlu;6.7;Eucalyptus Farm
